subDirectory_filePath,expression
aligned/train_11245_aligned.jpg,0
aligned/train_07517_aligned.jpg,5
aligned/train_00451_aligned.jpg,2
aligned/train_02389_aligned.jpg,1
aligned/train_00829_aligned.jpg,1
aligned/train_09203_aligned.jpg,4
aligned/train_06513_aligned.jpg,6
aligned/train_07285_aligned.jpg,6
aligned/train_06885_aligned.jpg,1
aligned/train_05642_aligned.jpg,2
aligned/train_08391_aligned.jpg,1
aligned/train_09285_aligned.jpg,4
aligned/train_08019_aligned.jpg,1
aligned/train_00938_aligned.jpg,2
aligned/train_06631_aligned.jpg,6
aligned/train_04503_aligned.jpg,3
aligned/train_08819_aligned.jpg,1
aligned/train_00150_aligned.jpg,6
aligned/train_11031_aligned.jpg,0
aligned/train_02240_aligned.jpg,3
aligned/train_08257_aligned.jpg,3
aligned/train_04036_aligned.jpg,6
aligned/train_07896_aligned.jpg,2
aligned/train_01596_aligned.jpg,1
aligned/train_01484_aligned.jpg,1
aligned/train_02392_aligned.jpg,2
aligned/train_01278_aligned.jpg,1
aligned/train_07973_aligned.jpg,2
aligned/train_05219_aligned.jpg,5
aligned/train_00305_aligned.jpg,2
aligned/train_10740_aligned.jpg,0
aligned/train_10326_aligned.jpg,0
aligned/train_02484_aligned.jpg,1
aligned/train_03170_aligned.jpg,1
aligned/train_05139_aligned.jpg,5
aligned/train_11481_aligned.jpg,0
aligned/train_02089_aligned.jpg,1
aligned/train_04611_aligned.jpg,2
aligned/train_01218_aligned.jpg,3
aligned/train_09609_aligned.jpg,5
aligned/train_03134_aligned.jpg,1
aligned/train_03756_aligned.jpg,1
aligned/train_09105_aligned.jpg,6
aligned/train_04266_aligned.jpg,1
aligned/train_02513_aligned.jpg,1
aligned/train_05307_aligned.jpg,6
aligned/train_06502_aligned.jpg,1
aligned/train_00397_aligned.jpg,1
aligned/train_00071_aligned.jpg,5
aligned/train_01985_aligned.jpg,1
aligned/train_00519_aligned.jpg,1
aligned/train_06307_aligned.jpg,6
aligned/train_03434_aligned.jpg,1
aligned/train_12026_aligned.jpg,0
aligned/train_05050_aligned.jpg,1
aligned/train_01651_aligned.jpg,1
aligned/train_09689_aligned.jpg,5
aligned/train_10705_aligned.jpg,0
aligned/train_09955_aligned.jpg,0
aligned/train_01040_aligned.jpg,6
aligned/train_07734_aligned.jpg,3
aligned/train_07837_aligned.jpg,1
aligned/train_01154_aligned.jpg,1
aligned/train_06241_aligned.jpg,1
aligned/train_04973_aligned.jpg,6
aligned/train_11436_aligned.jpg,0
aligned/train_01211_aligned.jpg,6
aligned/train_08414_aligned.jpg,5
aligned/train_09067_aligned.jpg,1
aligned/train_03373_aligned.jpg,1
aligned/train_07256_aligned.jpg,1
aligned/train_07963_aligned.jpg,3
aligned/train_00048_aligned.jpg,1
aligned/train_10073_aligned.jpg,0
aligned/train_07945_aligned.jpg,2
aligned/train_03955_aligned.jpg,1
aligned/train_11090_aligned.jpg,0
aligned/train_00222_aligned.jpg,2
aligned/train_03001_aligned.jpg,1
aligned/train_09303_aligned.jpg,4
aligned/train_12135_aligned.jpg,0
aligned/train_09265_aligned.jpg,4
aligned/train_02933_aligned.jpg,3
aligned/train_07403_aligned.jpg,5
aligned/train_06463_aligned.jpg,1
aligned/train_08125_aligned.jpg,6
aligned/train_08398_aligned.jpg,1
aligned/train_05401_aligned.jpg,1
aligned/train_02222_aligned.jpg,1
aligned/train_10913_aligned.jpg,0
aligned/train_12106_aligned.jpg,0
aligned/train_01403_aligned.jpg,1
aligned/train_11208_aligned.jpg,0
aligned/train_10212_aligned.jpg,0
aligned/train_00361_aligned.jpg,6
aligned/train_11892_aligned.jpg,0
aligned/train_10844_aligned.jpg,0
aligned/train_07442_aligned.jpg,1
aligned/train_06859_aligned.jpg,1
aligned/train_07678_aligned.jpg,3
aligned/train_07417_aligned.jpg,6
aligned/train_02110_aligned.jpg,1
aligned/train_01531_aligned.jpg,1
aligned/train_00773_aligned.jpg,2
aligned/train_09386_aligned.jpg,4
aligned/train_06393_aligned.jpg,1
aligned/train_06248_aligned.jpg,1
aligned/train_05383_aligned.jpg,3
aligned/train_02352_aligned.jpg,2
aligned/train_06245_aligned.jpg,2
aligned/train_00020_aligned.jpg,1
aligned/train_05325_aligned.jpg,1
aligned/train_05298_aligned.jpg,6
aligned/train_02120_aligned.jpg,2
aligned/train_01198_aligned.jpg,1
aligned/train_04994_aligned.jpg,2
aligned/train_06699_aligned.jpg,2
aligned/train_01454_aligned.jpg,6
aligned/train_07018_aligned.jpg,2
aligned/train_01356_aligned.jpg,3
aligned/train_06476_aligned.jpg,1
aligned/train_09486_aligned.jpg,5
aligned/train_00322_aligned.jpg,2
aligned/train_06225_aligned.jpg,1
aligned/train_08994_aligned.jpg,1
aligned/train_10318_aligned.jpg,0
aligned/train_03890_aligned.jpg,1
aligned/train_11123_aligned.jpg,0
aligned/train_06085_aligned.jpg,1
aligned/train_08745_aligned.jpg,1
aligned/train_11951_aligned.jpg,0
aligned/train_08432_aligned.jpg,1
aligned/train_05991_aligned.jpg,1
aligned/train_10965_aligned.jpg,0
aligned/train_02146_aligned.jpg,1
aligned/train_08727_aligned.jpg,1
aligned/train_08002_aligned.jpg,3
aligned/train_09479_aligned.jpg,5
aligned/train_10230_aligned.jpg,0
aligned/train_07882_aligned.jpg,2
aligned/train_02953_aligned.jpg,1
aligned/train_10500_aligned.jpg,0
aligned/train_10724_aligned.jpg,0
aligned/train_07064_aligned.jpg,1
aligned/train_02022_aligned.jpg,1
aligned/train_11482_aligned.jpg,0
aligned/train_00748_aligned.jpg,3
aligned/train_10912_aligned.jpg,0
aligned/train_01409_aligned.jpg,3
aligned/train_10083_aligned.jpg,0
aligned/train_08143_aligned.jpg,6
aligned/train_10288_aligned.jpg,0
aligned/train_03586_aligned.jpg,3
aligned/train_05413_aligned.jpg,1
aligned/train_07079_aligned.jpg,2
aligned/train_10609_aligned.jpg,0
aligned/train_02860_aligned.jpg,1
aligned/train_02216_aligned.jpg,1
aligned/train_09514_aligned.jpg,5
aligned/train_05630_aligned.jpg,1
aligned/train_11143_aligned.jpg,0
aligned/train_11646_aligned.jpg,0
aligned/train_04773_aligned.jpg,1
aligned/train_01176_aligned.jpg,3
aligned/train_05834_aligned.jpg,6
aligned/train_11023_aligned.jpg,0
aligned/train_05067_aligned.jpg,2
aligned/train_06210_aligned.jpg,1
aligned/train_10379_aligned.jpg,0
aligned/train_09533_aligned.jpg,5
aligned/train_09412_aligned.jpg,5
aligned/train_03496_aligned.jpg,6
aligned/train_07457_aligned.jpg,3
aligned/train_07535_aligned.jpg,1
aligned/train_07693_aligned.jpg,2
aligned/train_04681_aligned.jpg,2
aligned/train_00742_aligned.jpg,3
aligned/train_03672_aligned.jpg,5
aligned/train_11209_aligned.jpg,0
aligned/train_09428_aligned.jpg,5
aligned/train_11809_aligned.jpg,0
aligned/train_03525_aligned.jpg,1
aligned/train_08273_aligned.jpg,2
aligned/train_04809_aligned.jpg,2
aligned/train_11268_aligned.jpg,0
aligned/train_05400_aligned.jpg,1
aligned/train_00291_aligned.jpg,2
aligned/train_10068_aligned.jpg,0
aligned/train_01733_aligned.jpg,1
aligned/train_10855_aligned.jpg,0
aligned/train_00840_aligned.jpg,1
aligned/train_09812_aligned.jpg,0
aligned/train_08378_aligned.jpg,2
aligned/train_05921_aligned.jpg,2
aligned/train_07323_aligned.jpg,1
aligned/train_11982_aligned.jpg,0
aligned/train_01415_aligned.jpg,6
aligned/train_06881_aligned.jpg,3
aligned/train_04708_aligned.jpg,2
aligned/train_09356_aligned.jpg,4
aligned/train_00096_aligned.jpg,1
aligned/train_00034_aligned.jpg,3
aligned/train_01689_aligned.jpg,1
aligned/train_00539_aligned.jpg,3
aligned/train_11527_aligned.jpg,0
aligned/train_04795_aligned.jpg,1
aligned/train_10657_aligned.jpg,0
aligned/train_03028_aligned.jpg,1
aligned/train_08252_aligned.jpg,2
aligned/train_12041_aligned.jpg,0
aligned/train_00060_aligned.jpg,1
aligned/train_07451_aligned.jpg,2
aligned/train_02237_aligned.jpg,2
aligned/train_03992_aligned.jpg,1
aligned/train_12236_aligned.jpg,0
aligned/train_00971_aligned.jpg,2
aligned/train_10589_aligned.jpg,0
aligned/train_01845_aligned.jpg,1
aligned/train_11290_aligned.jpg,0
aligned/train_05804_aligned.jpg,3
aligned/train_08772_aligned.jpg,1
aligned/train_05981_aligned.jpg,3
aligned/train_04699_aligned.jpg,3
aligned/train_07827_aligned.jpg,1
aligned/train_07304_aligned.jpg,4
aligned/train_07989_aligned.jpg,2
aligned/train_12105_aligned.jpg,0
aligned/train_00857_aligned.jpg,3
aligned/train_03845_aligned.jpg,5
aligned/train_09933_aligned.jpg,0
aligned/train_08359_aligned.jpg,6
aligned/train_09819_aligned.jpg,0
aligned/train_03091_aligned.jpg,1
aligned/train_05355_aligned.jpg,3
aligned/train_08427_aligned.jpg,1
aligned/train_03956_aligned.jpg,1
aligned/train_02228_aligned.jpg,6
aligned/train_09805_aligned.jpg,0
aligned/train_05014_aligned.jpg,3
aligned/train_09230_aligned.jpg,4
aligned/train_08996_aligned.jpg,1
aligned/train_01069_aligned.jpg,5
aligned/train_06718_aligned.jpg,2
aligned/train_03913_aligned.jpg,1
aligned/train_07689_aligned.jpg,1
aligned/train_01374_aligned.jpg,2
aligned/train_03459_aligned.jpg,1
aligned/train_05852_aligned.jpg,2
aligned/train_04334_aligned.jpg,6
aligned/train_08889_aligned.jpg,1
aligned/train_00374_aligned.jpg,1
aligned/train_01615_aligned.jpg,1
aligned/train_10462_aligned.jpg,0
aligned/train_08135_aligned.jpg,2
aligned/train_01731_aligned.jpg,2
aligned/train_08298_aligned.jpg,2
aligned/train_06877_aligned.jpg,2
aligned/train_05445_aligned.jpg,1
aligned/train_04246_aligned.jpg,1
aligned/train_05271_aligned.jpg,1
aligned/train_00994_aligned.jpg,1
aligned/train_08547_aligned.jpg,1
aligned/train_00534_aligned.jpg,2
aligned/train_00102_aligned.jpg,2
aligned/train_08757_aligned.jpg,1
aligned/train_03621_aligned.jpg,6
aligned/train_09886_aligned.jpg,0
aligned/train_03354_aligned.jpg,1
aligned/train_10498_aligned.jpg,0
aligned/train_04697_aligned.jpg,2
aligned/train_05515_aligned.jpg,1
aligned/train_10707_aligned.jpg,0
aligned/train_10406_aligned.jpg,0
aligned/train_09633_aligned.jpg,5
aligned/train_03275_aligned.jpg,1
aligned/train_08511_aligned.jpg,1
aligned/train_03316_aligned.jpg,2
aligned/train_11597_aligned.jpg,0
aligned/train_02743_aligned.jpg,2
aligned/train_10241_aligned.jpg,0
aligned/train_11051_aligned.jpg,0
aligned/train_04899_aligned.jpg,2
aligned/train_07799_aligned.jpg,1
aligned/train_01721_aligned.jpg,1
aligned/train_01972_aligned.jpg,2
aligned/train_07461_aligned.jpg,1
aligned/train_12014_aligned.jpg,0
aligned/train_10676_aligned.jpg,0
aligned/train_11576_aligned.jpg,0
aligned/train_07915_aligned.jpg,2
aligned/train_07069_aligned.jpg,1
aligned/train_02755_aligned.jpg,6
aligned/train_00120_aligned.jpg,5
aligned/train_05617_aligned.jpg,1
aligned/train_01714_aligned.jpg,1
aligned/train_09696_aligned.jpg,5
aligned/train_11129_aligned.jpg,0
aligned/train_03232_aligned.jpg,1
aligned/train_12203_aligned.jpg,0
aligned/train_06153_aligned.jpg,1
aligned/train_08913_aligned.jpg,2
aligned/train_07560_aligned.jpg,1
aligned/train_03995_aligned.jpg,2
aligned/train_06674_aligned.jpg,2
aligned/train_00745_aligned.jpg,2
aligned/train_09076_aligned.jpg,1
aligned/train_10262_aligned.jpg,0
aligned/train_06992_aligned.jpg,2
aligned/train_03614_aligned.jpg,1
aligned/train_04880_aligned.jpg,1
aligned/train_05285_aligned.jpg,1
aligned/train_10754_aligned.jpg,0
aligned/train_03533_aligned.jpg,1
aligned/train_05864_aligned.jpg,5
aligned/train_11223_aligned.jpg,0
aligned/train_07795_aligned.jpg,1
aligned/train_04808_aligned.jpg,1
aligned/train_08159_aligned.jpg,1
aligned/train_07633_aligned.jpg,6
aligned/train_11956_aligned.jpg,0
aligned/train_07501_aligned.jpg,1
aligned/train_10914_aligned.jpg,0
aligned/train_07325_aligned.jpg,1
aligned/train_02928_aligned.jpg,1
aligned/train_06955_aligned.jpg,1
aligned/train_04163_aligned.jpg,2
aligned/train_05959_aligned.jpg,3
aligned/train_06744_aligned.jpg,2
aligned/train_01023_aligned.jpg,1
aligned/train_00425_aligned.jpg,1
aligned/train_00555_aligned.jpg,1
aligned/train_08960_aligned.jpg,3
aligned/train_00488_aligned.jpg,2
aligned/train_08086_aligned.jpg,1
aligned/train_11324_aligned.jpg,0
aligned/train_09435_aligned.jpg,5
aligned/train_02239_aligned.jpg,1
aligned/train_04924_aligned.jpg,1
aligned/train_01237_aligned.jpg,2
aligned/train_01189_aligned.jpg,1
aligned/train_08690_aligned.jpg,1
aligned/train_00469_aligned.jpg,1
aligned/train_04869_aligned.jpg,1
aligned/train_07268_aligned.jpg,5
aligned/train_03860_aligned.jpg,2
aligned/train_05283_aligned.jpg,3
aligned/train_08154_aligned.jpg,1
aligned/train_04509_aligned.jpg,2
aligned/train_02289_aligned.jpg,1
aligned/train_02086_aligned.jpg,1
aligned/train_11860_aligned.jpg,0
aligned/train_04399_aligned.jpg,3
aligned/train_11999_aligned.jpg,0
aligned/train_03018_aligned.jpg,1
aligned/train_07251_aligned.jpg,3
aligned/train_01982_aligned.jpg,1
aligned/train_03012_aligned.jpg,1
aligned/train_03707_aligned.jpg,2
aligned/train_09045_aligned.jpg,2
aligned/train_00851_aligned.jpg,3
aligned/train_08319_aligned.jpg,5
aligned/train_12183_aligned.jpg,0
aligned/train_07511_aligned.jpg,1
aligned/train_11405_aligned.jpg,0
aligned/train_05973_aligned.jpg,6
aligned/train_00968_aligned.jpg,2
aligned/train_06682_aligned.jpg,2
aligned/train_00246_aligned.jpg,1
aligned/train_05474_aligned.jpg,3
aligned/train_07092_aligned.jpg,2
aligned/train_06703_aligned.jpg,2
aligned/train_01347_aligned.jpg,5
aligned/train_11732_aligned.jpg,0
aligned/train_05338_aligned.jpg,1
aligned/train_05764_aligned.jpg,1
aligned/train_04396_aligned.jpg,3
aligned/train_05442_aligned.jpg,2
aligned/train_05319_aligned.jpg,1
aligned/train_02587_aligned.jpg,1
aligned/train_07845_aligned.jpg,1
aligned/train_11278_aligned.jpg,0
aligned/train_07147_aligned.jpg,1
aligned/train_05196_aligned.jpg,2
aligned/train_04027_aligned.jpg,6
aligned/train_05836_aligned.jpg,2
aligned/train_10727_aligned.jpg,0
aligned/train_05299_aligned.jpg,5
aligned/train_00462_aligned.jpg,1
aligned/train_06729_aligned.jpg,3
aligned/train_04130_aligned.jpg,6
aligned/train_06962_aligned.jpg,1
aligned/train_04148_aligned.jpg,2
aligned/train_05100_aligned.jpg,1
aligned/train_10364_aligned.jpg,0
aligned/train_00015_aligned.jpg,2
aligned/train_06670_aligned.jpg,1
aligned/train_10367_aligned.jpg,0
aligned/train_02778_aligned.jpg,3
aligned/train_01663_aligned.jpg,1
aligned/train_11403_aligned.jpg,0
aligned/train_01431_aligned.jpg,2
aligned/train_10093_aligned.jpg,0
aligned/train_05077_aligned.jpg,1
aligned/train_08998_aligned.jpg,1
aligned/train_05377_aligned.jpg,1
aligned/train_04886_aligned.jpg,1
aligned/train_01513_aligned.jpg,1
aligned/train_10136_aligned.jpg,0
aligned/train_02047_aligned.jpg,1
aligned/train_06978_aligned.jpg,2
aligned/train_07586_aligned.jpg,2
aligned/train_07202_aligned.jpg,2
aligned/train_03560_aligned.jpg,1
aligned/train_02253_aligned.jpg,1
aligned/train_01422_aligned.jpg,1
aligned/train_03661_aligned.jpg,3
aligned/train_09238_aligned.jpg,4
aligned/train_12116_aligned.jpg,0
aligned/train_04251_aligned.jpg,3
aligned/train_09035_aligned.jpg,1
aligned/train_05769_aligned.jpg,3
aligned/train_02849_aligned.jpg,6
aligned/train_00215_aligned.jpg,1
aligned/train_03255_aligned.jpg,1
aligned/train_05968_aligned.jpg,1
aligned/train_06146_aligned.jpg,3
aligned/train_02520_aligned.jpg,2
aligned/train_07105_aligned.jpg,5
aligned/train_05889_aligned.jpg,1
aligned/train_11342_aligned.jpg,0
aligned/train_07761_aligned.jpg,1
aligned/train_06292_aligned.jpg,1
aligned/train_07435_aligned.jpg,3
aligned/train_06536_aligned.jpg,1
aligned/train_05431_aligned.jpg,5
aligned/train_03920_aligned.jpg,5
aligned/train_11943_aligned.jpg,0
aligned/train_11875_aligned.jpg,0
aligned/train_00928_aligned.jpg,2
aligned/train_09010_aligned.jpg,3
aligned/train_09956_aligned.jpg,0
aligned/train_10666_aligned.jpg,0
aligned/train_07880_aligned.jpg,5
aligned/train_10338_aligned.jpg,0
aligned/train_00648_aligned.jpg,2
aligned/train_09015_aligned.jpg,2
aligned/train_01580_aligned.jpg,6
aligned/train_04688_aligned.jpg,2
aligned/train_05827_aligned.jpg,2
aligned/train_09351_aligned.jpg,4
aligned/train_07298_aligned.jpg,6
aligned/train_07400_aligned.jpg,2
aligned/train_02381_aligned.jpg,1
aligned/train_09390_aligned.jpg,4
aligned/train_09091_aligned.jpg,1
aligned/train_07927_aligned.jpg,2
aligned/train_07691_aligned.jpg,3
aligned/train_11805_aligned.jpg,0
aligned/train_00032_aligned.jpg,3
aligned/train_12228_aligned.jpg,0
aligned/train_00725_aligned.jpg,3
aligned/train_12082_aligned.jpg,0
aligned/train_07632_aligned.jpg,6
aligned/train_12210_aligned.jpg,0
aligned/train_09241_aligned.jpg,4
aligned/train_09897_aligned.jpg,0
aligned/train_09583_aligned.jpg,5
aligned/train_02391_aligned.jpg,1
aligned/train_00051_aligned.jpg,1
aligned/train_01359_aligned.jpg,2
aligned/train_00484_aligned.jpg,1
aligned/train_03782_aligned.jpg,5
aligned/train_02702_aligned.jpg,1
aligned/train_09287_aligned.jpg,4
aligned/train_02681_aligned.jpg,6
aligned/train_01251_aligned.jpg,2
aligned/train_07052_aligned.jpg,1
aligned/train_04054_aligned.jpg,3
aligned/train_10651_aligned.jpg,0
aligned/train_11259_aligned.jpg,0
aligned/train_02885_aligned.jpg,5
aligned/train_11834_aligned.jpg,0
aligned/train_01011_aligned.jpg,2
aligned/train_03132_aligned.jpg,1
aligned/train_08743_aligned.jpg,1
aligned/train_04603_aligned.jpg,2
aligned/train_02997_aligned.jpg,1
aligned/train_00300_aligned.jpg,1
aligned/train_11243_aligned.jpg,0
aligned/train_06698_aligned.jpg,1
aligned/train_09563_aligned.jpg,5
aligned/train_09964_aligned.jpg,0
